Concesionaria,Marca,Modelo,Versión,Tipo Carrocería,Precio (US$),Combustible,Motor (Cilindrada / HP / Torque),Transmisión (MT / AT / CVT y N° de marchas),Tracción,Largo (mm),Ancho (mm),Alto (mm),Despeje del suelo (mm),Baulera (Litros),Plazas (Asientos) (Nuevo),"ADAS (Full, Intermedio, Sin ADAS)",Asientos de Cuero (Sí/No),Techo Panorámico/Corredizo (Sí/No),Tamaño Pantalla (Pulgadas),Conectividad (Inalámbrico/Cable),Cámaras (Retroceso / 360),Garantía,Origen,URL del Auto,URL de Imagen,Subsegmento,Airbags
Garden Automotores,Kia,Ev9,GT Line,SUV,$79.990,100% Eléctrico,EV / 380 HP / 700 Nm,AT,4x4,5015,1980,1750,177,333,7,Full,Sí,Sí,"12,3",Inalámbrico,360,5 años o 100.000 km,Corea del Sur,,https://imagenes.autobild.es/files/image_640_360/uploads/imagenes/2023/10/18/68d4453464195.jpeg,,
Garden Automotores,Kia,Seltos,EX,SUV,$20.990,Diesel,1.5 / 113 HP / -,MT 6 vel.,4x2,4315,1800,1620,190,433,,Sin ADAS,Sí,Sí,"8""",Bluetooth,Retroceso,5 años o 100.000 km,India,,"https://res.cloudinary.com/total-dealer/image/upload/w_1920,f_auto,q_75/v1/production/z7cdm908pyx1psdflduxshghnc0f",,
Garden Automotores,Kia,Seltos,EX,SUV,$23.990,Diesel,1.5 / 113 HP / -,AT 6 vel.,4x2,4315,1800,1620,190,433,,Sin ADAS,Sí,Sí,"8""",Bluetooth,Retroceso,5 años o 100.000 km,India,,"https://res.cloudinary.com/total-dealer/image/upload/w_1920,f_auto,q_75/v1/production/z7cdm908pyx1psdflduxshghnc0f",,
Garden Automotores,Kia,Seltos,EX Full,SUV,$27.500,Diesel,1.5 / 113 HP / -,AT 6 vel.,4x2,4315,1800,1620,190,433,,Sin ADAS,Sí,Sí,"8""",Bluetooth,Retroceso,5 años o 100.000 km,India,,"https://res.cloudinary.com/total-dealer/image/upload/w_1920,f_auto,q_75/v1/production/z7cdm908pyx1psdflduxshghnc0f",,
Garden Automotores,Kia,K2700,CS S/AA,Pickup,$18.500,Diesel,2.7 / 80 HP / -,MT 5 vel.,4x2,5125,1740,1970,150,-,,Sin ADAS,No,No,,,No,3 años o 100.000 km,Corea del Sur,,,,
Garden Automotores,Kia,K2700,CS C/AA,Pickup,$19.990,Diesel,2.7 / 80 HP / -,MT 5 vel.,4x2,5125,1740,1970,150,-,,Sin ADAS,No,No,,,No,3 años o 100.000 km,Corea del Sur,,,,
Garden Automotores,Kia,K2700,CS Dual C/AA,Pickup,$20.990,Diesel,2.7 / 80 HP / -,MT 5 vel.,4x2,5125,1740,1970,150,-,,Sin ADAS,No,No,,,No,3 años o 100.000 km,Corea del Sur,,,,
Garden Automotores,Kia,K2700,DC C/AA,Pickup,$24.500,Diesel,2.7 / 80 HP / -,MT 5 vel.,4x4,5125,1740,1970,150,-,,Sin ADAS,No,No,,,No,3 años o 100.000 km,Corea del Sur,,,,
Garden Automotores,Kia,Picanto,LX,Hatchback,$10.500,Flex,1.0 / 74 HP / -,MT 5 vel.,4x2,3595,1595,1485,141,255,,Sin ADAS,No,No,"8""",Bluetooth,Retroceso,5 años o 100.000 km,Corea del Sur,,,,
Garden Automotores,Kia,Picanto,LX,Hatchback,$13.500,Flex,1.0 / 74 HP / -,AT 4 vel.,4x2,3595,1595,1485,141,255,,Sin ADAS,No,No,"8""",Bluetooth,Retroceso,5 años o 100.000 km,Corea del Sur,,,,
Garden Automotores,Kia,Picanto,EX,Hatchback,$14.990,Flex,1.0 / 74 HP / -,AT 4 vel.,4x2,3595,1595,1485,141,255,,Sin ADAS,No,No,"8""",Bluetooth,Retroceso,5 años o 100.000 km,Corea del Sur,,,,
Garden Automotores,Kia,Soluto,LX,Sedan,$11.990,Nafta,1.4 / 95 HP / -,MT 5 vel.,4x2,4300,1700,1460,150,475,,Sin ADAS,No,No,"7""",Bluetooth / USB,Retroceso,5 años o 100.000 km,China,,,,
Garden Automotores,Kia,Soluto,LX,Sedan,$13.500,Nafta,1.4 / 95 HP / -,AT 4 vel.,4x2,4300,1700,1460,150,475,,Sin ADAS,No,No,"7""",Bluetooth / USB,Retroceso,5 años o 100.000 km,China,,,,
Garden Automotores,Kia,Sonet,EX Limited,SUV,$23.990,Nafta,1.5 / 115 HP / -,AT 6 vel.,4x2,3995,1790,1642,205,392,,Sin ADAS,Sí,Sí,"8""",Inalámbrico,Retroceso,5 años o 100.000 km,India,,,,
Garden Automotores,Kia,K3-cross,EX,SUV,$19.990,Nafta,1.4 / 98 HP / -,AT 6 vel.,4x2,4295,1765,1495,150,390,,Full,Sí,Sí,"8""",Apple CarPlay y Android Auto,Retroceso,5 años o 100.000 km,México,,,,
Garden Automotores,Kia,K3-cross,GT Line,SUV,$26.990,Nafta,1.6 / 121 HP / -,AT 6 vel.,4x2,4295,1765,1495,150,390,,Full,Sí,Sí,"8""",Apple CarPlay y Android Auto,Retroceso,5 años o 100.000 km,México,,,,
Garden Automotores,Kia,Ev5,LIGHT,SUV,$39.990,Eléctrico,,Automático,4x2,4615,1875,1715,175,513,,,,,,,,5 años o 100.000 km,China,,,SUV Compacta (C),
Garden Automotores,Kia,Ev5,WIND,SUV,$50.990,Eléctrico,,Automático,4x2,4615,1875,1715,175,513,,,,,,,,5 años o 100.000 km,China,,,SUV Compacta (C),
Garden Automotores,Kia,Ev5,WAVE,SUV,$58.990,Eléctrico,,Automático,4x4,4615,1875,1715,175,513,,,,,,,,5 años o 100.000 km,China,,,SUV Compacta (C),
Garden Automotores,Kia,Sorento,EX Semi Full,SUV,$41.990,Turbo HEV,"1,6",Automático,4x2,4810,1900,1700,176,608,7,Sin ADAS,Sí,Sí,"8""",Bluetooth,Retroceso,5 años o 100.000 km,Corea del Sur,,,,
Garden Automotores,Kia,Sorento,EX Full,SUV,$49.500,Turbo HEV,"1,6",Automático,4x2,4810,1900,1700,176,608,7,Sin ADAS,Sí,Sí,"8""",Bluetooth,Retroceso,5 años o 100.000 km,Corea del Sur,,,,
Garden Automotores,Chevrolet,Onix,LTZ (2025),Hatchback,$16.500,Flex,1.0T / 115 HP / 160 Nm,AT 6,4x2,4169,1746,1474,135,303,5,Sin ADAS,No,No,8,Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/onix_hb_central.jpg,,
Garden Automotores,Chevrolet,Onix,RS (2025),Hatchback,$16.990,Flex,1.0T / 115 HP / 160 Nm,AT 6,4x2,4169,1746,1474,135,303,5,Intermedio,Sí,No,8,Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/onix_hb_central.jpg,,
Garden Automotores,Chevrolet,Onix,Premier (2025),Hatchback,$18.500,Flex,1.0T / 115 HP / 160 Nm,AT 6,4x2,4169,1746,1474,135,303,5,Intermedio,Sí,No,11,Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/onix_hb_central.jpg,,
Garden Automotores,Chevrolet,Onix Plus,Premier (2025),Sedan,$21.990,Flex,1.0T / 115 HP / 160 Nm,AT 6,4x2,4480,1746,1474,134,500,5,Intermedio,Sí,No,11,Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/exterior/onix_sedan_exterior.jpg,,
Garden Automotores,Chevrolet,Tracker,RS (2025),SUV,$24.990,Flex,1.2T / 139 HP / 220 Nm,AT 6 marchas,4x2,4304,1791,1626,157,393,5,Full,Sí,Sí,11,Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/tracker_central.jpg,,
Garden Automotores,Chevrolet,Tracker,Premier (2025),SUV,$25.500,Flex,1.2T / 139 HP / 220 Nm,AT 6 marchas,4x2,4304,1791,1626,157,393,5,Full,Sí,Sí,11,Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/tracker_central.jpg,,
Garden Automotores,Chevrolet,S10,High Country (2025),Pickup,$49.990,Diesel,2.8 Turbodiésel / 204 HP / 510 Nm,AT 8 marchas,4x4,5344,2132,1845,228,1000,5,Full,Sí,No,11,Inalámbrico,Retroceso HD,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/s10_central.jpg,,
Garden Automotores,Chevrolet,Silverado,Z71 (2025),Pickup,$78.990,Diesel,3.0TD / 305 HP / 671 Nm,AT 10 marchas,4WD,5890,2478,1945,206,1353,5,Full,Sí,Sí,"13,4",Inalámbrico,360,3 años o 100.000 km,México,,https://chevrolet.tema.com.py/assets/img/vehiculos/exterior/01-silverado-gal-ext.jpg,,
Garden Automotores,Chevrolet,Spark,Activ EV (2026),Hatchback,$19.990,Eléctrico,EV / 102 HP / 180 Nm,AT única vel.,4x2,4003,1760,1726,140,355,4,Full,Sí,No,"10,1",Cable,360,3 años o 100.000 km,Corea del Sur,,https://www.chevrolet.com.py/content/dam/chevrolet/south-america/paraguay/espanol/index/visid/vehiculos-electricos/2026-spark-euv/galeria/preview/chevrolet-spark-euv-elegancia.jpg?imwidth=1920,,
Garden Automotores,Chevrolet,Onix,LT (2026),Hatchback,$11.990,Flex,1.0L / 80 HP / 100 Nm,MT 6 marchas,4x2,4169,1746,1474,135,303,5,Sin ADAS,No,No,8,Inalámbrico,No,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/onix_hb_central.jpg,,
Garden Automotores,Chevrolet,Onix,LT (2026),Hatchback,$13.990,Flex,1.0T / 115 HP / 160 Nm,AT 6 marchas,4x2,4169,1746,1474,135,303,5,Sin ADAS,No,No,11,Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/onix_hb_central.jpg,,
Garden Automotores,Chevrolet,Onix,RS (2026),Hatchback,$16.990,Flex,1.0T / 115 HP / 160 Nm,AT 6 marchas,4x2,4169,1746,1474,135,303,5,Intermedio,Sí,No,11,Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/onix_hb_central.jpg,,
Garden Automotores,Chevrolet,Onix Plus,LTZ (2026),Sedan,$19.990,Flex,1.0T / 115 HP / 160 Nm,AT 6 marchas,4x2,4480,1746,1474,134,500,5,Sin ADAS,Sí,No,11,Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/exterior/onix_sedan_exterior.jpg,,
Garden Automotores,Chevrolet,Onix Plus,Premier (2026),Sedan,$21.990,Flex,1.0T / 115 HP / 160 Nm,AT 6 marchas,4x2,4480,1746,1474,134,500,5,Intermedio,Sí,No,11,Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/exterior/onix_sedan_exterior.jpg,,
Garden Automotores,Chevrolet,Tracker,Lite (2026),SUV,$18.500,Flex,1.0T / 115 HP / 160 Nm,AT 6 marchas,4x2,4304,1791,1624,157,393,5,Sin ADAS,No,No,8,Inalámbrico,No,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/tracker_central.jpg,,
Garden Automotores,Chevrolet,Tracker,LTZ (2026),SUV,$21.500,Flex,1.2T / 139 HP / 220 Nm,AT 6 marchas,4x2,4304,1791,1626,157,393,5,Full,Sí,No,11,Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/tracker_central.jpg,,
Garden Automotores,Chevrolet,Tracker,RS (2026),SUV,$24.990,Flex,1.2T / 139 HP / 220 Nm,AT 6 marchas,4x2,4304,1791,1626,157,393,5,Full,Sí,Sí,11,Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/tracker_central.jpg,,
Garden Automotores,Chevrolet,Tracker,Premier (2026),SUV,$25.500,Flex,1.2T / 139 HP / 220 Nm,AT 6 marchas,4x2,4304,1791,1626,157,393,5,Full,Sí,Sí,11,Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/tracker_central.jpg,,
Garden Automotores,Chevrolet,Montana,LTZ (2026),Pickup,$21.990,Flex,1.2T / 132 HP / 190 Nm,AT 6 marchas,4x2,4717,1798,1659,192,874,5,Sin ADAS,Sí,No,8,Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/galeria/01-montana-gallery.jpg,,
Garden Automotores,Chevrolet,Montana,Premier (2026),Pickup,$25.500,Flex,1.2T / 132 HP / 190 Nm,AT 6 marchas,4x2,4717,1798,1659,192,874,5,Intermedio,Sí,No,8,Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/galeria/01-montana-gallery.jpg,,
Garden Automotores,Chevrolet,Montana,RS (2026),Pickup,$25.990,Flex,1.2T / 132 HP / 190 Nm,AT 6 marchas,4x2,4717,1798,1659,192,874,5,Intermedio,Sí,No,8,Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/galeria/01-montana-gallery.jpg,,
Garden Automotores,Chevrolet,S10,Worktruck (2026),Pickup,$33.990,Diesel,2.8 Turbodiésel / 204 HP / 510 Nm,MT 6 marchas,4x4,5344,2132,1845,228,1085,5,Sin ADAS,No,No,11,Cable,Retroceso HD,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/s10_central.jpg,,
Garden Automotores,Chevrolet,S10,Worktruck (2026),Pickup,$34.990,Diesel,2.8 Turbodiésel / 204 HP / 510 Nm,MT 6 marchas,4x4,5344,2132,1845,228,1085,5,Sin ADAS,No,No,11,Cable,Retroceso HD,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/s10_central.jpg,,
Garden Automotores,Chevrolet,S10,Worktruck (2026),Pickup,$38.990,Diesel,2.8 Turbodiésel / 204 HP / 510 Nm,AT 8 marchas,4x4,5344,2132,1845,228,1085,5,Sin ADAS,No,No,11,Cable,Retroceso HD,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/s10_central.jpg,,
Garden Automotores,Chevrolet,S10,Z71 (2026),Pickup,$43.990,Diesel,2.8 Turbodiésel / 204 HP / 510 Nm,AT 8 marchas,4x4,5344,2132,1845,228,1000,5,Sin ADAS,Sí,No,11,Inalámbrico,Retroceso HD,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/s10_central.jpg,,
Garden Automotores,Chevrolet,S10,LTZ (2026),Pickup,$47.990,Diesel,2.8 Turbodiésel / 204 HP / 510 Nm,AT 8 marchas,4x4,5344,2132,1845,228,1080,5,Full,Sí,No,11,Inalámbrico,Retroceso HD,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/s10_central.jpg,,
Garden Automotores,Chevrolet,S10,High Country (2026),Pickup,$50.990,Diesel,2.8 Turbodiésel / 204 HP / 510 Nm,AT 8 marchas,4x4,5344,2132,1845,228,1000,5,Full,Sí,No,11,Inalámbrico,Retroceso HD,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/s10_central.jpg,,
Garden Automotores,Chevrolet,Trailblazer,High Country (2026),SUV,$45.990,Diesel,2.8 Turbodiésel / 204 HP / 510 Nm,AT 8 marchas,4x4,4887,2132,1845,205,205,7,Full,Sí,No,11,Inalámbrico,Retroceso HD,3 años o 100.000 km,Brasil,,https://chevrolet.tema.com.py/assets/img/vehiculos/general/trailblazer_central.jpg,,
Garden Automotores,Chevrolet,Captiva,Premier (2026),SUV,$28.990,Eléctrico,EV / 201 HP / 310 Nm,AT única vel.,4x2,4655,1835,1760,170,532,5,Full,Sí,Sí,"15,6",Cable,360,3 años o 100.000 km,China,,https://www.chevrolet.com.py/content/dam/chevrolet/south-america/paraguay/espanol/index/visid/vehiculos-electricos/captiva/carrusel/captiva-ev-frontal.png?imwidth=1200,,
Garden Automotores,Jeep,Commander,Overland (2025),SUV,$41.990,Flex,1.3T / 185 HP / 270 Nm,AT 6,4x2,4769,1859,1682,209,233,7,Full,Sí,Sí,"10,1",Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,,,
Garden Automotores,RAM,1500,RHO Crew Cab (2025),Pickup,$149.990,Nafta,3.0TT SC G,AT 8,4x4,5916,2085,1971,220,-,,,,,,,,3 años o 100.000 km,USA,,,,
Garden Automotores,RAM,Rampage,Big Horn (2025),Pickup,$34.990,Diesel,2.2 D / 200 HP / 450 Nm,AT 9,4x4,5028,1886,1716,223,980,5,Full,No,No,"12,3",Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,,,
Garden Automotores,RAM,Rampage,Laramie (2025),Pickup,$39.990,Diesel,2.2 D / 200 HP / 450 Nm,AT 9,4x4,5028,1886,1716,223,980,5,Full,Sí,No,"12,3",Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,,,
Garden Automotores,Jeep,Renegade,Altitude (2026),SUV,$21.990,Turboflex,1.3T / 185 HP,AT 6,4x2,4268,1805,1695,212,320,,Intermedio,No,No,"8,4",Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,,,
Garden Automotores,Jeep,Renegade,Longitude (2026),SUV,$24.990,Turboflex,1.3T / 185 HP,AT 6,4x2,4268,1805,1695,212,320,,Intermedio,Sí,No,"8,4",Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,,,
Garden Automotores,Jeep,Compass,Sport (2026),SUV,$28.500,,1.3T,AT 6,4x2,4404,1819,1628,205,410,,Full,Sí,No,"8,4",Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,,,
Garden Automotores,Jeep,Compass,Sport con Techo (2026),SUV,$29.990,,1.3T,AT 6,4x2,4404,1819,1628,205,410,,Full,Sí,Sí,"8,4",Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,,,
Garden Automotores,Jeep,Compass,Blackhawk (2026),SUV,$42.000,Nafta,2.0 G,AT 9,4x4,4404,1819,1628,205,410,,Full,Sí,Sí,"10,1",Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,,,
Garden Automotores,Jeep,Commander,Limited (2026),SUV,$37.990,Flex,1.3T / 185 HP / 270 Nm,AT 6,4x2,4769,1859,1682,209,233,7,Full,Sí,Sí,"10,1",Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,,,
Garden Automotores,Jeep,Commander,Overland (2026),SUV,$48.990,Diesel,2.2 D / 200 HP / 450 Nm,AT 9,4x4,4769,1859,1682,209,233,7,Full,Sí,Sí,"10,1",Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,,,
Garden Automotores,Jeep,Commander,Blackhawk (2026),SUV,$51.990,Nafta,2.0 G / 272 HP / 400 Nm,AT 9,4x4,4769,1859,1682,209,233,7,Full,Sí,Sí,"10,1",Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,,,
Garden Automotores,Jeep,Wrangler,Rubicon 4P (2026),SUV,$86.990,,2.0L Turbo / 272 HP / 295 lb-ft,Automático 8AT,4x4,4785,1877,1868,246,533,,Full,Sí,Sí,"12,3",Inalámbrico,Delantera y Retroceso,3 años o 100.000 km,USA,,,,
Garden Automotores,RAM,1500,Rebel Crew Cab (2026),Pickup,$89.990,Nafta,3.0TT G / 420 HP / 636 Nm,AT 8,4x4,5916,2085,1940,220,1526,5,Full,Sí,Sí,"14,4",Inalámbrico,Retroceso,3 años o 100.000 km,USA,,,,
Garden Automotores,RAM,Rampage,Big Horn (2026),Pickup,$34.990,Diesel,2.2 D / 200 HP / 450 Nm,AT 9,4x4,5028,1886,1716,223,980,5,Full,No,No,"12,3",Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,,,
Garden Automotores,RAM,Rampage,Laramie (2026),Pickup,$40.990,Diesel,2.2 D / 200 HP / 450 Nm,AT 9,4x4,5028,1886,1716,223,980,5,Full,Sí,No,"12,3",Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,,,
Garden Automotores,RAM,Rampage,Rebel (2026),Pickup,$40.990,Diesel,2.2 D / 200 HP / 450 Nm,AT 9,4x4,5028,1886,1716,223,980,5,Full,Sí,No,"12,3",Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,,,
Garden Automotores,RAM,Rampage,R/T (2026),Pickup,$42.990,Nafta,2.0 G / 272 HP / 400 Nm,AT 9,4x4,5028,1886,1716,223,980,5,Full,Sí,No,"12,3",Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,,,
Garden Automotores,Mazda,CX-90,Core (2025),SUV,$58.990,MHEV,3.3L / 340 HP / 500 Nm,Automático 8AT,4WD,5100,1994,1740,203,608,8,Full,Sí,Sí,"12,3",Inalámbrico,360,3 años o 100.000 km,Japón,,,,
Garden Automotores,Mazda,CX-90,High (2025),SUV,$69.990,MHEV,3.3L / 340 HP / 500 Nm,Automático 8AT,4WD,5100,1994,1740,203,608,8,Full,Sí,Sí,"12,3",Inalámbrico,360,3 años o 100.000 km,Japón,,,,
Garden Automotores,Mazda,CX-30,Core (2026),SUV,$24.990,Nafta,2.0L / 153 HP / 200 Nm,Automático 6AT,2WD,4395,1795,1540,175,430,,Sin ADAS,No,No,8,Cable,Retroceso,3 años o 100.000 km,Japón,,,,
Garden Automotores,Mazda,CX-30,Core+ (2026),SUV,$27.990,Nafta,2.0L / 153 HP / 200 Nm,Automático 6AT,2WD,4395,1795,1540,175,430,,Sin ADAS,No,No,8,Cable,Retroceso,3 años o 100.000 km,Japón,,,,
Garden Automotores,Mazda,CX-30,High (2026),SUV,$32.990,Nafta,2.0L / 153 HP / 200 Nm,Automático 6AT,2WD,4395,1795,1540,175,430,,Intermedio,Sí,Sí,"10,5",Inalámbrico,Retroceso,3 años o 100.000 km,Japón,,,,
Garden Automotores,Mazda,CX-5,Core- (2026),SUV,$28.990,Nafta,2.0L / 155 HP / 200 Nm,Automático 6AT,2WD,4555,1840,1680,193,442,,Sin ADAS,No,No,10,Inalámbrico,Retroceso,3 años o 100.000 km,Japón,,,,
Garden Automotores,Mazda,CX-5,Core (2026),SUV,$31.990,Nafta,2.0L / 155 HP / 200 Nm,Automático 6AT,2WD,4555,1840,1680,193,442,,Sin ADAS,No,No,10,Inalámbrico,Retroceso,3 años o 100.000 km,Japón,,,,
Garden Automotores,Mazda,CX-5,High (2026),SUV,$36.990,Nafta,2.0L / 155 HP / 200 Nm,Automático 6AT,2WD,4555,1840,1680,193,442,,Full,Sí,No,10,Inalámbrico,360,3 años o 100.000 km,Japón,,,,
Garden Automotores,Mazda,CX-5,High+ (2026),SUV,$42.990,Nafta,2.5L / 188 HP / 252 Nm,Automático 6AT,4WD,4555,1840,1680,193,442,,Full,Sí,Sí,8,Inalámbrico,360,3 años o 100.000 km,Japón,,,,
Garden Automotores,Mazda,CX-60,High (2026),SUV,$46.990,Gasolina,2.5L / 190 HP / 250 Nm,Automático 8AT,4WD,4745,1890,1680,175,570,,Full,Sí,Sí,"12,3",Inalámbrico,360,3 años o 100.000 km,Japón,,,,
Garden Automotores,Mazda,CX-60,High MHEV (2026),SUV,$54.990,MHEV,3.3L,Automático 8AT,4WD,4745,1890,1680,175,570,,Full,Sí,Sí,"12,3",Inalámbrico,360,3 años o 100.000 km,Japón,,,,
Garden Automotores,Mazda,CX-90,Core (2026),SUV,$58.990,MHEV,3.3L / 340 HP / 500 Nm,Automático 8AT,4WD,5100,1994,1740,203,608,8,Full,Sí,Sí,"12,3",Inalámbrico,360,3 años o 100.000 km,Japón,,,,
Garden Automotores,Mazda,CX-90,High (2026),SUV,$68.990,MHEV,3.3L / 340 HP / 500 Nm,Automático 8AT,4WD,5100,1994,1740,203,608,8,Full,Sí,Sí,"12,3",Inalámbrico,360,3 años o 100.000 km,Japón,,,,
Garden Automotores,Mazda,CX-90,High+ (2026),SUV,$69.990,MHEV,3.3L / 340 HP / 500 Nm,Automático 8AT,4WD,5100,1994,1740,203,608,6,Full,Sí,Sí,"12,3",Inalámbrico,360,3 años o 100.000 km,Japón,,,,
Garden Automotores,Mazda,BT-50,Full (2026),Pickup,$35.990,Nafta,1.9L,MT 6,4x4,5320,1810,,220,-,,Full,Sí,No,9,Inalámbrico,Retroceso,3 años o 100.000 km,Tailandia,,,,
Garden Automotores,Mazda,BT-50,Full (2026),Pickup,$38.990,Nafta,1.9L,Automático 6AT,4x4,5320,1810,,220,-,,Full,Sí,No,9,Inalámbrico,Retroceso,3 años o 100.000 km,Tailandia,,,,
Garden Automotores,Mazda,BT-50,Limited (2026),Pickup,$49.990,Nafta,3.0L,Automático 6AT,4x4,5320,1810,,220,-,,Full,Sí,No,9,Inalámbrico,Retroceso,3 años o 100.000 km,Tailandia,,,,
Garden Automotores,Nissan,Pathfinder,Limited (2024),SUV,$54.990,Nafta,3.5L V6 / 270 HP / 340 Nm,AT 9 vel.,4x2,5004,1978,1810,180,470,8,Full,Sí,Sí,8,Inalámbrico,360,3 años o 100.000 km,USA,,,,
Garden Automotores,Nissan,Sentra MC,Advance (2025),Sedan,$26.990,Nafta,2.0 L / 145 HP / 197 Nm,CVT,Delantera,4640,1815,1455,130,466,5,Full,No,No,8,Cable,360,3 años o 100.000 km,México,,,,
Garden Automotores,Nissan,Kicks,Exclusive (2025),SUV,$23.990,Flex,"1,6",Automático,4x2,4295,1760,1590,200,432,5,Full,Sí,Sí,8,Cable,360,3 años o 100.000 km,Brasil,,,,
Garden Automotores,Nissan,New Qashqai,Advance Plus (2025),SUV,$35.990,Nafta,1.3L Turbo / 147 HP / 250 Nm,CVT,4x2,4425,1835,1625,180,504,5,Full,Sí,Sí,"12,3",Inalámbrico,360,3 años o 100.000 km,Japón,,,,
Garden Automotores,Nissan,New Qashqai,Exclusive (2025),SUV,$38.990,Nafta,1.3L Turbo / 147 HP / 250 Nm,CVT,4x4,4425,1835,1625,180,504,5,Full,Sí,Sí,"12,3",Inalámbrico,360,3 años o 100.000 km,Japón,,,,
Garden Automotores,Nissan,Pathfinder,Limited (2025),SUV,$56.990,Nafta,3.5L V6 / 270 HP / 340 Nm,AT 9 vel.,4x2,5004,1978,1810,180,470,8,Full,Sí,Sí,8,Inalámbrico,360,3 años o 100.000 km,USA,,,,
Garden Automotores,Nissan,Patrol,Exclusive (2025),SUV,$109.000,Nafta,5.6L V8 / 400 HP / 560 Nm,AT 7 vel.,4x4,5165,1995,1940,273,468,8,Full,Sí,Sí,"12,3",Inalámbrico / Cable,360,3 años o 100.000 km,Japón,,,,
Garden Automotores,Nissan,Frontier,LE-Limited (2025),Pickup,$44.990,Diesel,2.5 L / 190 HP / 450 Nm,AT 7 vel.,4x4,5260,1850,1860,225,-,5,Full,Sí,No,8,Cable,360,3 años o 100.000 km,Argentina,,,,
Garden Automotores,Nissan,Versa,Sense (2026),Sedan,$17.990,Flex,1.6 L / 118 HP / 149 Nm,CVT,Delantera,4495,1740,1475,150,482,5,Intermedio,No,No,7,Cable,Retroceso,3 años o 100.000 km,México,,,,
Garden Automotores,Nissan,Versa,Exclusive (2026),Sedan,$21.990,Flex,1.6 L / 118 HP / 149 Nm,CVT,Delantera,4495,1740,1475,150,482,5,Full,Sí,No,8,Cable,360,3 años o 100.000 km,México,,,,
Garden Automotores,Nissan,Sentra MC,Advance (2026),Sedan,$26.990,Nafta,2.0 L / 145 HP / 197 Nm,CVT,Delantera,4640,1815,1455,130,466,5,Full,No,No,8,Cable,360,3 años o 100.000 km,México,,,,
